10605,"Increases physical defense by ${STATUSDATA}, but MP is constantly drained."
10606,"Increases physical defense by ${STATUSDATA}, but MP is constantly drained."
10607,"Increases physical defense by ${STATUSDATA}, but MP is constantly drained."
10608,"Increases physical defense by ${STATUSDATA}, but MP is constantly drained."
10609,"Increases physical defense by ${STATUSDATA}, but MP is constantly drained."
10610,"Increases physical defense by ${STATUSDATA}, but MP is constantly drained."
10801,"Align your mind with nature, increasing your magical defense by ${STATUSDATA}."
10802,"Align your mind with nature, increasing your magical defense by ${STATUSDATA}."
10803,"Align your mind with nature, increasing your magical defense by ${STATUSDATA}."
10804,"Magical defense increases by ${STATUSDATA}, but MP is drained constantly."
10805,"Magical defense increases by ${STATUSDATA}, but MP is drained constantly."
10806,"Magical defense increases by ${STATUSDATA}, but MP is drained constantly."
10807,"Magical defense increases by ${STATUSDATA}, but MP is drained constantly."
10808,"Magical defense increases by ${STATUSDATA}, but MP is drained constantly."
10809,"Magical defense increases by ${STATUSDATA}, but MP is drained constantly."
10810,"Magical defense increases by ${STATUSDATA}, but MP is drained constantly."
10901,"Physical defense power falls ${STATUSDATA} instantly."
10902,"Physical defense power falls ${STATUSDATA} instantly."
10903,"Physical defense power falls ${STATUSDATA} instantly."
10904,"Physical defense power falls ${STATUSDATA} instantly."
10905,"Physical defense power falls ${STATUSDATA} instantly."
10906,"Physical defense power falls ${STATUSDATA} instantly."
10907,"Physical defense power falls ${STATUSDATA} instantly."
10908,"Physical defense power falls ${STATUSDATA} instantly."
10909,"Physical defense power falls ${STATUSDATA} instantly."
10910,"Physical defense power falls ${STATUSDATA} instantly."
10911,"Physical defense power falls ${STATUSDATA} instantly."
10912,"Physical defense power falls ${STATUSDATA} instantly."
10913,"Physical defense power falls ${STATUSDATA} instantly."
10914,"Physical defense power falls ${STATUSDATA} instantly."
10915,"Physical defense power falls ${STATUSDATA} instantly."
10916,"Physical defense power falls ${STATUSDATA} instantly."
10917,"Physical defense power falls ${STATUSDATA} instantly."
10918,"Physical defense power falls ${STATUSDATA} instantly."
10919,"Physical defense power falls ${STATUSDATA} instantly."
10920,"Physical defense power falls ${STATUSDATA} instantly."
10921,"Physical defense power falls ${STATUSDATA} instantly."
10922,"Physical defense power falls ${STATUSDATA} instantly."
10923,"Physical defense power falls ${STATUSDATA} instantly."
10924,"Physical defense power falls ${STATUSDATA} instantly."
10925,"Physical defense power falls ${STATUSDATA} instantly."
10926,"Physical defense power falls ${STATUSDATA} instantly."
10928,"Physical defense power falls ${STATUSDATA} instantly."
10929,"Physical defense power falls ${STATUSDATA} instantly."
10930,"Physical defense power falls ${STATUSDATA} instantly."
11001,"When HP drops below 30%, HP recovery rate increases ${STATUSDATA} instantly."
11002,"When HP drops below 33%, HP recovery rate increases ${STATUSDATA} instantly."
11003,"When HP drops below 36%, HP recovery rate increases ${STATUSDATA} instantly."
11004,"When HP drops below 39%, HP recovery rate increases ${STATUSDATA} instantly."
11005,"When HP drops below 42%, HP recovery rate increases ${STATUSDATA} instantly."
11006,"When HP drops below 45%, HP recovery rate increases ${STATUSDATA} instantly."
11007,"When HP drops below 48%, HP recovery rate increases ${STATUSDATA} instantly."
11008,"When HP drops below 49%, HP recovery rate increases ${STATUSDATA} instantly."
11009,"When HP drops below 50%, HP recovery rate increases ${STATUSDATA} instantly."
11010,"When HP drops below 50%, HP recovery rate increases ${STATUSDATA} instantly."
11101,"Physical attack power is increased by ${STATUSDATA} for a specified period of time."
11102,"Physical attack power is increased by ${STATUSDATA} for a specified period of time."
11103,"Physical attack power is increased by ${STATUSDATA} for a specified period of time."
11104,"Physical attack power is increased by ${STATUSDATA} for a specified period of time."
11105,"Physical attack power is increased by ${STATUSDATA} for a specified period of time."
11106,"Physical attack power is increased by ${STATUSDATA} for a specified period of time."
11107,"Physical attack power is increased by ${STATUSDATA} for a specified period of time."
11108,"Physical attack power is increased by ${STATUSDATA} for a specified period of time."
11109,"Physical attack power is increased by ${STATUSDATA} for a specified period of time."
11110,"Physical attack power is increased by ${STATUSDATA} for a specified period of time."
11201,"Physical Atk power is increased by ${STATUSDATA} for a specified period of time."
11202,"Physical Atk power is increased by ${STATUSDATA} for a specified period of time."
11203,"Physical Atk power is increased by ${STATUSDATA} for a specified period of time."
11204,"Physical Atk power is increased by ${STATUSDATA} for a specified period of time."
11205,"Physical Atk power is increased by ${STATUSDATA} for a specified period of time."
11206,"Physical Atk power is increased by ${STATUSDATA} for a specified period of time."
11207,"Physical Atk power is increased by ${STATUSDATA} for a specified period of time."
11208,"Physical Atk power is increased by ${STATUSDATA} for a specified period of time."
11209,"Physical Atk power is increased by ${STATUSDATA} for a specified period of time."
11210,"Physical Atk power is increased by ${STATUSDATA} for a specified period of time."
11301,"Increases hit rate by ${STATUSDATA} when using two-handed melee weapons."
11302,"Increases hit rate by ${STATUSDATA} when using two-handed melee weapons."
11303,"Increases hit rate by ${STATUSDATA} when using two-handed melee weapons."
11304,"Increases hit rate by ${STATUSDATA} when using two-handed melee weapons."
11305,"Increases hit rate by ${STATUSDATA} when using two-handed melee weapons."
11306,"Increases hit rate by ${STATUSDATA} when using two-handed melee weapons."
11307,"Increases hit rate by ${STATUSDATA} when using two-handed melee weapons."
11308,"Increases hit rate by ${STATUSDATA} when using two-handed melee weapons."
11309,"Increases hit rate by ${STATUSDATA} when using two-handed melee weapons."
11310,"Increases hit rate by ${STATUSDATA} when using two-handed melee weapons."
11401,"Increases maximum HP."
11402,"Increases maximum HP."
11403,"Increases maximum HP."
11404,"Increases maximum HP."
11405,"Increases maximum HP."
11406,"Increases maximum HP."
11407,"Increases maximum HP."
11408,"Increases maximum HP."
11409,"Increases maximum HP."
11410,"Increases maximum HP."
11411,"Increases maximum HP."
11412,"Increases maximum HP."
11413,"Increases maximum HP."
11414,"Increases maximum HP."
11415,"Increases maximum HP."
11416,"Increases maximum HP."
11417,"Increases maximum HP."
11418,"Increases maximum HP."
11419,"Increases maximum HP."
11420,"Increases maximum HP."
11421,"Increases maximum HP."
11422,"Increases maximum HP."
11423,"Increases maximum HP."
11424,"Increases maximum HP."
11425,"Increases maximum HP."
11426,"Increases maximum HP."
11427,"Increases maximum HP."
11428,"Increases maximum HP."
11429,"Increases maximum HP."
11430,"Increases maximum HP."
11501,"HP recovery rate is increased for a specified period of time."
11502,"HP recovery rate is increased for a specified period of time."
11503,"HP recovery rate is increased for a specified period of time."
11504,"HP recovery rate is increased for a specified period of time."
11505,"HP recovery rate is increased for a specified period of time."
11506,"HP recovery rate is increased for a specified period of time."
11507,"HP recovery rate is increased for a specified period of time."
11508,"HP recovery rate is increased for a specified period of time."
11509,"HP recovery rate is increased for a specified period of time."
11510,"HP recovery rate is increased for a specified period of time."
11601,"Increases STR value of the target by ${STATUSDATA}. Target range - 15m"
11602,"Increases STR value of the target by ${STATUSDATA}. Target range - 15m"
11603,"Increases STR value of the target by ${STATUSDATA}. Target range - 15m"
11604,"Increases STR value of the target by ${STATUSDATA}. Target range - 15m"
11605,"Increases STR value of the target by ${STATUSDATA}. Target range - 15m"
11606,"Increases STR value of the target by ${STATUSDATA}. Target range - 15m"
11607,"Increases STR value of the target by ${STATUSDATA}. Target range - 15m"
11608,"Increases STR value of the target by ${STATUSDATA}. Target range - 15m"
11609,"Increases STR value of the target by ${STATUSDATA}. Target range - 15m"
11610,"Increases STR value of the target by ${STATUSDATA}. Target range - 15m"
11701,"${STATUS} effect: Stunned State. Cannot move."
11702,"${STATUS} effect: Stunned State. Cannot move."
11703,"${STATUS} effect: Stunned State. Cannot move."
11704,"${STATUS} effect: Stunned State. Cannot move."
11705,"${STATUS} effect: Stunned State. Cannot move."
11706,"${STATUS} effect: Stunned State. Cannot move."
11707,"${STATUS} effect: Stunned State. Cannot move."
11708,"${STATUS} effect: Stunned State. Cannot move."
11709,"${STATUS} effect: Stunned State. Cannot move."
11710,"${STATUS} effect: Stunned State. Cannot move."
11711,"${STATUS} effect: Stunned State. Cannot move."
11712,"${STATUS} effect: Stunned State. Cannot move."
11713,"${STATUS} effect: Stunned State. Cannot move."
11714,"${STATUS} effect: Stunned State. Cannot move."
11715,"${STATUS} effect: Stunned State. Cannot move."
11716,"${STATUS} effect: Stunned State. Cannot move."
11717,"${STATUS} effect: Stunned State. Cannot move."
11718,"${STATUS} effect: Stunned State. Cannot move."
11719,"${STATUS} effect: Stunned State. Cannot move."
11720,"${STATUS} effect: Stunned State. Cannot move."
11721,"${STATUS} effect: Stunned State. Cannot move."
11722,"${STATUS} effect: Stunned State. Cannot move."
11723,"${STATUS} effect: Stunned State. Cannot move."
11724,"${STATUS} effect: Stunned State. Cannot move."
11725,"${STATUS} effect: Stunned State. Cannot move."
11726,"${STATUS} effect: Stunned State. Cannot move."
11727,"${STATUS} effect: Stunned State. Cannot move."
11728,"${STATUS} effect: Stunned State. Cannot move."
11729,"${STATUS} effect: Stunned State. Cannot move."
11730,"${STATUS} effect: Stunned State. Cannot move."
11801,"When your HP drops below 30%, physical attack power increases by ${STATUSDATA}."
11802,"When your HP drops below 32%, physical attack power increases by ${STATUSDATA}."
11803,"When your HP drops below 34%, physical attack power increases by ${STATUSDATA}."
11804,"When your HP drops below 36%, physical attack power increases by ${STATUSDATA}."
11805,"When your HP drops below 38%, physical attack power increases by ${STATUSDATA}."
11806,"When your HP drops below 40%, physical attack power increases by ${STATUSDATA}."
11807,"When your HP drops below 42%, physical attack power increases by ${STATUSDATA}."
11808,"When your HP drops below 44%, physical attack power increases by ${STATUSDATA}."
11809,"When your HP drops below 46%, physical attack power increases by ${STATUSDATA}."
11810,"When your HP drops below 48%, physical attack power increases by ${STATUSDATA}."
11901,"${STATUS} effect: ${STATUSDATA} damage per second."
11902,"${STATUS} effect: ${STATUSDATA} damage per second."
11903,"${STATUS} effect: ${STATUSDATA} damage per second."
11904,"${STATUS} effect: ${STATUSDATA} damage per second."
11905,"${STATUS} effect: ${STATUSDATA} damage per second."
11906,"${STATUS} effect: ${STATUSDATA} damage per second."
11907,"${STATUS} effect: ${STATUSDATA} damage per second."
11908,"${STATUS} effect: ${STATUSDATA} damage per second."
11909,"${STATUS} effect: ${STATUSDATA} damage per second."
11910,"${STATUS} effect: ${STATUSDATA} damage per second."
11911,"${STATUS} effect: ${STATUSDATA} damage per second."
11912,"${STATUS} effect: ${STATUSDATA} damage per second."
11913,"${STATUS} effect: ${STATUSDATA} damage per second."
11914,"${STATUS} effect: ${STATUSDATA} damage per second."
11915,"${STATUS} effect: ${STATUSDATA} damage per second."
11916,"${STATUS} effect: ${STATUSDATA} damage per second."
11917,"${STATUS} effect: ${STATUSDATA} damage per second."
11918,"${STATUS} effect: ${STATUSDATA} damage per second."
11919,"${STATUS} effect: ${STATUSDATA} damage per second."
11920,"${STATUS} effect: ${STATUSDATA} damage per second."
11921,"${STATUS} effect: ${STATUSDATA} damage per second."
11922,"${STATUS} effect: ${STATUSDATA} damage per second."
11923,"${STATUS} effect: ${STATUSDATA} damage per second."
11924,"${STATUS} effect: ${STATUSDATA} damage per second."
11925,"${STATUS} effect: ${STATUSDATA} damage per second."
11926,"${STATUS} effect: ${STATUSDATA} damage per second."
11927,"${STATUS} effect: ${STATUSDATA} damage per second."
11928,"${STATUS} effect: ${STATUSDATA} damage per second."
11929,"${STATUS} effect: ${STATUSDATA} damage per second."
11930,"${STATUS} effect: ${STATUSDATA} damage per second."
12201,"${STATUS} effect: Cannot move."
12202,"${STATUS} effect: Cannot move."
12203,"${STATUS} effect: Cannot move."
12204,"${STATUS} effect: Cannot move."
12205,"${STATUS} effect: Cannot move."
12206,"${STATUS} effect: Cannot move."
12207,"${STATUS} effect: Cannot move."
12208,"${STATUS} effect: Cannot move."
12209,"${STATUS} effect: Cannot move."
12210,"${STATUS} effect: Cannot move."
12211,"${STATUS} effect: Cannot move."
12212,"${STATUS} effect: Cannot move."
12213,"${STATUS} effect: Cannot move."
12214,"${STATUS} effect: Cannot move."
12215,"${STATUS} effect: Cannot move."
12216,"${STATUS} effect: Cannot move."
12217,"${STATUS} effect: Cannot move."
12218,"${STATUS} effect: Cannot move."
12219,"${STATUS} effect: Cannot move."
12220,"${STATUS} effect: Cannot move."
12221,"${STATUS} effect: Cannot move."
12222,"${STATUS} effect: Cannot move."
12223,"${STATUS} effect: Cannot move."
12224,"${STATUS} effect: Cannot move."
12225,"${STATUS} effect: Cannot move."
12226,"${STATUS} effect: Cannot move."
12227,"${STATUS} effect: Cannot move."
12228,"${STATUS} effect: Cannot move."
12229,"${STATUS} effect: Cannot move."
12230,"${STATUS} effect: Cannot move."
12301,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12302,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12303,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12304,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12305,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12306,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12307,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12308,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12309,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12310,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12311,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12312,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12313,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12314,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12315,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12316,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12317,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12318,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12319,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12320,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12321,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12322,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12323,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12324,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12325,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12326,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12327,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12328,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12329,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12330,"${STATUS} effect: In the state of sleep. Cannot move. Awakened with damage."
12401,"Increases maximum MP by ${STATUSDATA} for a specified period of time."
12402,"Increases maximum MP by ${STATUSDATA} for a specified period of time."
12403,"Increases maximum MP by ${STATUSDATA} for a specified period of time."
12404,"Increases maximum MP by ${STATUSDATA} for a specified period of time."
12405,"Increases maximum MP by ${STATUSDATA} for a specified period of time."
12406,"Increases maximum MP by ${STATUSDATA} for a specified period of time."
12407,"Increases maximum MP by ${STATUSDATA} for a specified period of time."
12408,"Increases maximum MP by ${STATUSDATA} for a specified period of time."
12409,"Increases maximum MP by ${STATUSDATA} for a specified period of time."
12410,"Increases maximum MP by ${STATUSDATA} for a specified period of time."
12501,"Drastically increases physical defense and magical defense for a specified period of time."
12502,"Drastically increases physical defense and magical defense for a specified period of time."
12503,"Drastically increases physical defense and magical defense for a specified period of time."
12504,"Drastically increases physical defense and magical defense for a specified period of time."
12505,"Drastically increases physical defense and magical defense for a specified period of time."
12506,"Drastically increases physical defense and magical defense for a specified period of time."
12507,"Drastically increases physical defense and magical defense for a specified period of time."
12508,"Drastically increases physical defense and magical defense for a specified period of time."
12509,"Drastically increases physical defense and magical defense for a specified period of time."
12510,"Drastically increases physical defense and magical defense for a specified period of time."
12601,"Drastically increases magical defense for a specified period of time."
12602,"Drastically increases magical defense for a specified period of time."
12603,"Drastically increases magical defense for a specified period of time."
12604,"Drastically increases magical defense for a specified period of time."
12605,"Drastically increases magical defense for a specified period of time."
12606,"Drastically increases magical defense for a specified period of time."
12607,"Drastically increases magical defense for a specified period of time."
12608,"Drastically increases magical defense for a specified period of time."
12609,"Drastically increases magical defense for a specified period of time."
12610,"Drastically increases magical defense for a specified period of time."
12801,"${STATUS} effect: ${STATUSDATA} damage per second."
12802,"${STATUS} effect: ${STATUSDATA} damage per second."
12803,"${STATUS} effect: ${STATUSDATA} damage per second."
12804,"${STATUS} effect: ${STATUSDATA} damage per second."
12805,"${STATUS} effect: ${STATUSDATA} damage per second."
12806,"${STATUS} effect: ${STATUSDATA} damage per second."
12807,"${STATUS} effect: ${STATUSDATA} damage per second."
12808,"${STATUS} effect: ${STATUSDATA} damage per second."
12809,"${STATUS} effect: ${STATUSDATA} damage per second."
12810,"${STATUS} effect: ${STATUSDATA} damage per second."
12811,"${STATUS} effect: ${STATUSDATA} damage per second."
12812,"${STATUS} effect: ${STATUSDATA} damage per second."
12813,"${STATUS} effect: ${STATUSDATA} damage per second."
12814,"${STATUS} effect: ${STATUSDATA} damage per second."
12815,"${STATUS} effect: ${STATUSDATA} damage per second."
12816,"${STATUS} effect: ${STATUSDATA} damage per second."
12817,"${STATUS} effect: ${STATUSDATA} damage per second."
12818,"${STATUS} effect: ${STATUSDATA} damage per second."
12819,"${STATUS} effect: ${STATUSDATA} damage per second."
12820,"${STATUS} effect: ${STATUSDATA} damage per second."
12821,"${STATUS} effect: ${STATUSDATA} damage per second."
12822,"${STATUS} effect: ${STATUSDATA} damage per second."
12823,"${STATUS} effect: ${STATUSDATA} damage per second."
12824,"${STATUS} effect: ${STATUSDATA} damage per second."
12825,"${STATUS} effect: ${STATUSDATA} damage per second."
12826,"${STATUS} effect: ${STATUSDATA} damage per second."
12827,"${STATUS} effect: ${STATUSDATA} damage per second."
12828,"${STATUS} effect: ${STATUSDATA} damage per second."
12829,"${STATUS} effect: ${STATUSDATA} damage per second."
12830,"${STATUS} effect: ${STATUSDATA} damage per second."
12901,"Increases hit rate by ${STATUSDATA} when using two-handed melee weapons."
12902,"Increases hit rate by ${STATUSDATA} when using two-handed melee weapons."
12903,"Increases hit rate by ${STATUSDATA} when using two-handed melee weapons."
12904,"Increases hit rate by ${STATUSDATA} when using two-handed melee weapons."
12905,"Increases hit rate by ${STATUSDATA} when using two-handed melee weapons."
12906,"Increases hit rate by ${STATUSDATA} when using two-handed melee weapons."
12907,"Increases hit rate by ${STATUSDATA} when using two-handed melee weapons."
12908,"Increases hit rate by ${STATUSDATA} when using two-handed melee weapons."
12909,"Increases hit rate by ${STATUSDATA} when using two-handed melee weapons."
12910,"Increases hit rate by ${STATUSDATA} when using two-handed melee weapons."
13001,"Increases physical damage of critical attacks."
13002,"Increases physical damage of critical attacks."
13003,"Increases physical damage of critical attacks."
13004,"Increases physical damage of critical attacks."
13005,"Increases physical damage of critical attacks."
13006,"Increases physical damage of critical attacks."
13007,"Increases physical damage of critical attacks."
13008,"Increases physical damage of critical attacks."
13009,"Increases physical damage of critical attacks."
13010,"Increases physical damage of critical attacks."
20001,"Decreases ${STATUS} by ${STATUSDATA}."
20002,"Decreases ${STATUS} by ${STATUSDATA}."
20003,"Decreases ${STATUS} by ${STATUSDATA}."
20004,"Decreases ${STATUS} by ${STATUSDATA}."
20005,"Decreases ${STATUS} by ${STATUSDATA}."
20006,"Decreases ${STATUS} by ${STATUSDATA}."
20007,"Decreases ${STATUS} by ${STATUSDATA}."
20008,"Decreases ${STATUS} by ${STATUSDATA}."
20009,"Decreases ${STATUS} by ${STATUSDATA}."
20010,"Decreases ${STATUS} by ${STATUSDATA}."
20011,"Decreases Move Speed by ${STATUSDATA}."
20012,"Decreases ${STATUS} by ${STATUSDATA}."
20013,"Decreases ${STATUS} by ${STATUSDATA}."
20014,"Decreases ${STATUS} by ${STATUSDATA}."
20015,"Decreases ${STATUS} by ${STATUSDATA}."
20016,"Decreases ${STATUS} by ${STATUSDATA}."
20017,"Decreases ${STATUS} by ${STATUSDATA}."
20018,"Decreases ${STATUS} by ${STATUSDATA}."
20019,"Decreases ${STATUS} by ${STATUSDATA}."
20020,"Decreases ${STATUS} by ${STATUSDATA}."
20021,"Decreases ${STATUS} by ${STATUSDATA}."
20022,"Decreases ${STATUS} by ${STATUSDATA}."
20023,"Decreases ${STATUS} by ${STATUSDATA}."
20024,"Decreases ${STATUS} by ${STATUSDATA}."
20025,"Decreases ${STATUS} by ${STATUSDATA}."
20026,"Decreases ${STATUS} by ${STATUSDATA}."
20027,"Decreases ${STATUS} by ${STATUSDATA}."
20028,"Decreases ${STATUS} by ${STATUSDATA}."
20029,"Decreases ${STATUS} by ${STATUSDATA}."
20030,"Decreases ${STATUS} by ${STATUSDATA}."
20101,"Decreases ${STATUS} by ${STATUSDATA}."
20102,"Decreases ${STATUS} by ${STATUSDATA}."
20103,"Decreases ${STATUS} by ${STATUSDATA}."
20104,"Decreases ${STATUS} by ${STATUSDATA}."
20105,"Decreases ${STATUS} by ${STATUSDATA}."
20106,"Decreases ${STATUS} by ${STATUSDATA}."
20107,"Decreases ${STATUS} by ${STATUSDATA}."
20108,"Decreases ${STATUS} by ${STATUSDATA}."
20109,"Decreases ${STATUS} by ${STATUSDATA}."
20110,"Decreases ${STATUS} by ${STATUSDATA}."
20111,"Decreases ${STATUS} by ${STATUSDATA}."
20112,"Decreases ${STATUS} by ${STATUSDATA}."
20113,"Decreases ${STATUS} by ${STATUSDATA}."
20114,"Decreases ${STATUS} by ${STATUSDATA}."
20115,"Decreases ${STATUS} by ${STATUSDATA}."
20116,"Decreases ${STATUS} by ${STATUSDATA}."
20117,"Decreases ${STATUS} by ${STATUSDATA}."
20118,"Decreases ${STATUS} by ${STATUSDATA}."
20119,"Decreases ${STATUS} by ${STATUSDATA}."
20120,"Decreases ${STATUS} by ${STATUSDATA}."
20121,"Decreases ${STATUS} by ${STATUSDATA}."
20122,"Decreases ${STATUS} by ${STATUSDATA}."
20123,"Decreases ${STATUS} by ${STATUSDATA}."
20124,"Decreases ${STATUS} by ${STATUSDATA}."
20125,"Decreases ${STATUS} by ${STATUSDATA}."
20126,"Decreases ${STATUS} by ${STATUSDATA}."
20127,"Decreases ${STATUS} by ${STATUSDATA}."
20128,"Decreases ${STATUS} by ${STATUSDATA}."
20129,"Decreases ${STATUS} by ${STATUSDATA}."
20130,"Decreases ${STATUS} by ${STATUSDATA}."
20201,"${STATUS} effect: Stunned State. Cannot move."
20202,"${STATUS} effect: Stunned State. Cannot move."
20203,"${STATUS} effect: Stunned State. Cannot move."
20204,"${STATUS} effect: Stunned State. Cannot move."
20205,"${STATUS} effect: Stunned State. Cannot move."
20206,"${STATUS} effect: Stunned State. Cannot move."
20207,"${STATUS} effect: Stunned State. Cannot move."
20208,"${STATUS} effect: Stunned State. Cannot move."
20209,"${STATUS} effect: Stunned State. Cannot move."
20210,"${STATUS} effect: Stunned State. Cannot move."
20211,"${STATUS} effect: Stunned State. Cannot move."
20212,"${STATUS} effect: Stunned State. Cannot move."
20213,"${STATUS} effect: Stunned State. Cannot move."
20214,"${STATUS} effect: Stunned State. Cannot move."
20215,"${STATUS} effect: Stunned State. Cannot move."
20216,"${STATUS} effect: Stunned State. Cannot move."
20217,"${STATUS} effect: Stunned State. Cannot move."
20218,"${STATUS} effect: Stunned State. Cannot move."
20219,"${STATUS} effect: Stunned State. Cannot move."
20220,"${STATUS} effect: Stunned State. Cannot move."
20221,"${STATUS} effect: Stunned State. Cannot move."
20222,"${STATUS} effect: Stunned State. Cannot move."
20223,"${STATUS} effect: Stunned State. Cannot move."
20224,"${STATUS} effect: Stunned State. Cannot move."
20225,"${STATUS} effect: Stunned State. Cannot move."
20226,"${STATUS} effect: Stunned State. Cannot move."
20227,"${STATUS} effect: Stunned State. Cannot move."
20228,"${STATUS} effect: Stunned State. Cannot move."
20229,"${STATUS} effect: Stunned State. Cannot move."
20230,"${STATUS} effect: Stunned State. Cannot move."
20301,"${STATUS} effect: ${STATUSDATA} damage per second."
20302,"${STATUS} effect: ${STATUSDATA} damage per second."
20303,"${STATUS} effect: ${STATUSDATA} damage per second."
20304,"${STATUS} effect: ${STATUSDATA} damage per second."
20305,"${STATUS} effect: ${STATUSDATA} damage per second."
20306,"${STATUS} effect: ${STATUSDATA} damage per second."
20307,"${STATUS} effect: ${STATUSDATA} damage per second."
20308,"${STATUS} effect: ${STATUSDATA} damage per second."
